"","ï..year","thesis","length","shoot1yo","length1yo","rank1yo","c","v","m","b","nuts","X.oss","year","shoot1yo.1","rank1yo.1","X.newshoots","dead.buds"
"290",2020,"AUTOR","Lo",27,29.8,7,4,0,1,0,"2",2,2021,27,7,1,-1
"291",2020,"AUTOR","Lo",27,29.8,8,5,1,0,0,"0",2,2021,27,8,1,-1
"292",2020,"AUTOR","Lo",27,29.8,9,0,1,0,0,"0",1,2021,27,9,1,0
"293",2020,"AUTOR","Lo",27,29.8,10,0,1,0,0,"0",1,2021,27,10,1,0
"294",2020,"AUTOR","Sh",28,4.2,1,0,0,0,1,"0",1,2021,28,1,0,-1
"295",2020,"AUTOR","Sh",28,4.2,2,0,1,0,0,"0",1,2021,28,2,1,0
"296",2020,"AUTOR","Sh",28,4.2,3,0,1,0,0,"0",1,2021,28,3,1,0
"297",2020,"AUTOR","Sh",28,4.2,4,0,1,0,0,"0",1,2021,28,4,1,0
"298",2020,"AUTOR","Lo",29,35,1,0,1,0,0,"0",1,2021,29,1,1,0
"299",2020,"AUTOR","Lo",29,35,2,1,0,1,0,"2",2,2021,29,2,0,-2
"300",2020,"AUTOR","Lo",29,35,3,1,1,1,0,"1",3,2021,29,3,1,-2
"301",2020,"AUTOR","Lo",29,35,4,0,0,1,0,"3",1,2021,29,4,1,0
"302",2020,"AUTOR","Lo",29,35,5,3,1,2,0,"0",4,2021,29,5,2,-2
"303",2020,"AUTOR","Lo",29,35,6,7,0,1,0,"2",2,2021,29,6,1,-1
"304",2020,"AUTOR","Lo",29,35,7,4,3,0,0,"0",4,2021,29,7,2,-2
"305",2020,"AUTOR","Lo",29,35,8,4,1,1,0,"0",3,2021,29,8,2,-1
"306",2020,"AUTOR","Lo",29,35,9,4,2,1,0,"3",4,2021,29,9,2,-2
"307",2020,"AUTOR","Lo",29,35,10,4,1,0,0,"0",2,2021,29,10,1,-1
"308",2020,"AUTOR","Lo",29,35,11,0,0,1,0,"0",1,2021,29,11,1,0
"309",2020,"AUTOR","Lo",29,35,12,1,3,0,0,"0",4,2021,29,12,1,-3
"310",2020,"AUTOR","VLo",30,49.6,1,0,1,0,0,"0",1,2021,30,1,0,-1
"311",2020,"AUTOR","VLo",30,49.6,2,0,0,0,1,"0",1,2021,30,2,0,-1
"312",2020,"AUTOR","VLo",30,49.6,3,0,0,1,0,"1",1,2021,30,3,1,0
"313",2020,"AUTOR","VLo",30,49.6,4,7,0,0,0,"0",1,2021,30,4,1,0
"314",2020,"AUTOR","VLo",30,49.6,5,4,2,3,0,"1",6,2021,30,5,2,-4
"315",2020,"AUTOR","VLo",30,49.6,6,0,1,0,0,"0",1,2021,30,6,1,0
"316",2020,"AUTOR","VLo",30,49.6,7,0,0,1,0,"3",1,2021,30,7,1,0
"317",2020,"AUTOR","VLo",30,49.6,8,0,0,1,0,"1",1,2021,30,8,1,0
"318",2020,"AUTOR","VLo",30,49.6,9,0,0,1,0,"3",1,2021,30,9,1,0
"319",2020,"AUTOR","VLo",30,49.6,10,0,0,1,0,"3",1,2021,30,10,1,0
"320",2020,"AUTOR","VLo",30,49.6,11,0,0,1,0,"3",1,2021,30,11,1,0
"321",2020,"AUTOR","VLo",30,49.6,12,0,0,1,0,"3",1,2021,30,12,1,0
"322",2020,"AUTOR","VLo",30,49.6,13,0,0,1,0,"5",1,2021,30,13,1,0
"323",2020,"AUTOR","VLo",30,49.6,14,0,1,0,0,"0",1,2021,30,14,1,0
"324",2020,"AUTOR","VLo",30,49.6,15,0,1,0,0,"0",1,2021,30,15,1,0
"325",2020,"AUTOR","VLo",30,49.6,16,0,1,0,0,"0",1,2021,30,16,1,0
"326",2020,"AUTOR","VLo",30,49.6,17,0,2,0,0,"0",2,2021,30,17,1,-1
"327",2020,"AUTOR","Sh",31,3,1,0,0,0,1,"0",1,2021,31,1,0,-1
"328",2020,"AUTOR","Sh",31,3,2,2,1,0,0,"0",2,2021,31,2,1,-1
"329",2020,"AUTOR","Sh",31,3,3,2,2,0,0,"0",3,2021,31,3,0,-3
"330",2020,"AUTOR","Me",32,15.6,1,0,1,0,0,"0",1,2021,32,1,0,-1
"331",2020,"AUTOR","Me",32,15.6,2,3,1,0,0,"0",2,2021,32,2,2,0
"332",2020,"AUTOR","Me",32,15.6,3,3,2,2,0,"0",5,2021,32,3,1,-4
"333",2020,"AUTOR","Me",32,15.6,4,0,0,1,0,"0",1,2021,32,4,1,0
"334",2020,"AUTOR","Me",32,15.6,5,0,0,1,0,"2",1,2021,32,5,1,0
"335",2020,"AUTOR","Me",32,15.6,6,0,0,1,0,"0",1,2021,32,6,1,0
"336",2020,"AUTOR","Me",32,15.6,7,4,0,1,0,"3",2,2021,32,7,1,-1
"337",2020,"AUTOR","Sh",33,4,1,0,0,1,0,"0",1,2021,33,1,1,0
"338",2020,"AUTOR","Sh",33,4,2,0,1,0,0,"0",1,2021,33,2,1,0
"339",2020,"AUTOR","Sh",33,4,3,0,0,1,0,"2",1,2021,33,3,1,0
"340",2020,"AUTOR","Me",34,12.2,1,0,0,1,0,"0",1,2021,34,1,1,0
"341",2020,"AUTOR","Me",34,12.2,2,0,1,0,0,"0",1,2021,34,2,1,0
"342",2020,"AUTOR","Me",34,12.2,3,0,0,1,0,"1",1,2021,34,3,1,0
"343",2020,"AUTOR","Me",34,12.2,4,0,0,1,0,"0",1,2021,34,4,1,0
"344",2020,"AUTOR","Me",34,12.2,5,3,0,4,0,"0",5,2021,34,5,2,-3
"345",2020,"AUTOR","Me",34,12.2,6,3,1,3,0,"6",5,2021,34,6,2,-3
"346",2020,"AUTOR","Sh",35,2,1,0,1,0,0,"0",1,2021,35,1,0,-1
"347",2020,"AUTOR","Sh",35,2,2,0,0,1,0,"1",1,2021,35,2,1,0
"348",2020,"AUTOR","Lo",36,27.6,1,0,0,1,0,"1",1,2021,36,1,1,0
"349",2020,"AUTOR","Lo",36,27.6,2,2,0,4,0,"4",5,2021,36,2,2,-3
"350",2020,"AUTOR","Lo",36,27.6,3,4,3,0,0,"0",4,2021,36,3,2,-2
"351",2020,"AUTOR","Lo",36,27.6,4,0,0,1,0,"3",1,2021,36,4,1,0
"352",2020,"AUTOR","Lo",36,27.6,5,0,0,1,0,"3",1,2021,36,5,1,0
"353",2020,"AUTOR","Lo",36,27.6,6,0,0,1,0,"4",1,2021,36,6,1,0
"354",2020,"AUTOR","Lo",36,27.6,7,0,0,1,0,"3",1,2021,36,7,1,0
"355",2020,"AUTOR","Lo",36,27.6,8,0,0,1,0,"3",1,2021,36,8,1,0
"356",2020,"AUTOR","Lo",36,27.6,9,0,0,1,0,"3",1,2021,36,9,1,0
"357",2020,"AUTOR","Me",37,18.2,1,0,0,1,0,"0",1,2021,37,1,1,0
"358",2020,"AUTOR","Me",37,18.2,2,0,2,0,0,"0",2,2021,37,2,1,-1
"359",2020,"AUTOR","Me",37,18.2,3,0,0,1,0,"2",1,2021,37,3,1,0
"360",2020,"AUTOR","Me",37,18.2,4,0,0,1,0,"2",1,2021,37,4,1,0
"361",2020,"AUTOR","Me",37,18.2,5,0,0,1,0,"2",1,2021,37,5,1,0
"362",2020,"AUTOR","Me",37,18.2,6,0,0,1,0,"4",1,2021,37,6,1,0
"363",2020,"AUTOR","Me",37,18.2,7,0,1,0,0,"0",1,2021,37,7,1,0
"364",2020,"AUTOR","Lo",38,36.5,1,0,1,0,0,"0",1,2021,38,1,1,0
"365",2020,"AUTOR","Lo",38,36.5,2,0,0,1,0,"3",1,2021,38,2,1,0
"366",2020,"AUTOR","Lo",38,36.5,3,0,0,1,0,"3",1,2021,38,3,1,0
"367",2020,"AUTOR","Lo",38,36.5,4,2,0,6,0,"2",7,2021,38,4,2,-5
"368",2020,"AUTOR","Lo",38,36.5,5,0,1,0,0,"0",1,2021,38,5,1,0
"369",2020,"AUTOR","Lo",38,36.5,6,0,0,1,0,"3",1,2021,38,6,1,0
"370",2020,"AUTOR","Lo",38,36.5,7,0,0,1,0,"2",1,2021,38,7,1,0
"371",2020,"AUTOR","Lo",38,36.5,8,0,0,1,0,"3",1,2021,38,8,1,0
"372",2020,"AUTOR","Lo",38,36.5,9,0,1,0,0,"0",1,2021,38,9,1,0
"373",2020,"AUTOR","Lo",38,36.5,10,0,2,0,0,"0",2,2021,38,10,1,-1
"374",2020,"AUTOR","Sh",39,1,1,0,0,1,0,"0",1,2021,39,1,1,0
"375",2020,"AUTOR","Me",40,18,1,0,1,0,0,"0",1,2021,40,1,0,-1
"376",2020,"AUTOR","Me",40,18,2,0,0,0,1,"0",1,2021,40,2,0,-1
"377",2020,"AUTOR","Me",40,18,3,0,0,0,1,"0",1,2021,40,3,0,-1
"378",2020,"AUTOR","Me",40,18,4,0,1,0,0,"0",1,2021,40,4,0,-1
"379",2020,"AUTOR","Me",40,18,5,2,1,0,0,"0",2,2021,40,5,2,0
"380",2020,"AUTOR","Me",40,18,6,3,2,1,0,"0",4,2021,40,6,2,-2
"381",2020,"AUTOR","Me",40,18,7,0,1,1,0,"3",2,2021,40,7,1,-1
"382",2020,"AUTOR","Me",40,18,8,0,0,1,0,"0",1,2021,40,8,1,0
"383",2020,"AUTOR","Me",40,18,9,0,0,1,0,"4",1,2021,40,9,1,0
"384",2020,"AUTOR","Me",41,5.5,1,1,0,0,0,"0",1,2021,41,1,0,-1
"385",2020,"AUTOR","Me",41,5.5,2,0,0,1,0,"0",1,2021,41,2,1,0
"386",2020,"AUTOR","Me",41,5.5,3,3,2,0,0,"0",3,2021,41,3,1,-2
"387",2020,"AUTOR","Me",41,5.5,4,4,1,1,0,"1",3,2021,41,4,1,-2
"388",2020,"AUTOR","Me",41,5.5,5,0,0,1,0,"0",1,2021,41,5,1,0
"389",2020,"AUTOR","Me",41,5.5,6,0,0,1,0,"0",1,2021,41,6,1,0
"390",2020,"AUTOR","Me",42,7,1,0,1,0,0,"0",1,2021,42,1,0,-1
"391",2020,"AUTOR","Me",42,7,2,0,0,0,1,"0",1,2021,42,2,0,-1
"392",2020,"AUTOR","Me",42,7,3,0,0,1,0,"0",1,2021,42,3,1,0
"393",2020,"AUTOR","Me",42,7,4,4,3,0,0,"0",4,2021,42,4,1,-3
"394",2020,"AUTOR","Me",42,7,5,4,0,6,0,"0",7,2021,42,5,1,-6
"395",2020,"AUTOR","Me",43,18.2,1,3,1,2,0,"0",4,2021,NA,NA,NA,NA
"396",2020,"AUTOR","Me",43,18.2,2,0,0,1,0,"1",1,2021,NA,NA,NA,NA
"397",2020,"AUTOR","Me",43,18.2,3,0,0,1,0,"2",1,2021,NA,NA,NA,NA
"398",2020,"AUTOR","Me",43,18.2,4,0,0,1,0,"2",1,2021,NA,NA,NA,NA
"399",2020,"AUTOR","Me",43,18.2,5,0,0,1,0,"3",1,2021,NA,NA,NA,NA
"400",2020,"AUTOR","Me",43,18.2,6,0,0,1,0,"2",1,2021,NA,NA,NA,NA
"401",2020,"AUTOR","Me",43,18.2,7,0,0,1,0,"3",1,2021,NA,NA,NA,NA
"402",2020,"AUTOR","VLo",44,42.6,1,0,1,0,0,"0",1,2021,44,1,1,0
"403",2020,"AUTOR","VLo",44,42.6,2,0,1,0,0,"0",1,2021,44,2,0,-1
"404",2020,"AUTOR","VLo",44,42.6,3,0,0,1,0,"1",1,2021,44,3,1,0
"405",2020,"AUTOR","VLo",44,42.6,4,4,2,0,0,"0",3,2021,44,4,1,-2
"406",2020,"AUTOR","VLo",44,42.6,5,0,0,1,0,"2",1,2021,44,5,1,0
"407",2020,"AUTOR","VLo",44,42.6,6,0,1,0,0,"0",1,2021,44,6,1,0
"408",2020,"AUTOR","VLo",44,42.6,7,0,0,1,0,"2",1,2021,44,7,1,0
"409",2020,"AUTOR","VLo",44,42.6,8,0,0,1,0,"0",1,2021,44,8,1,0
"410",2020,"AUTOR","VLo",44,42.6,9,0,0,1,0,"3",1,2021,44,9,1,0
"411",2020,"AUTOR","VLo",44,42.6,10,0,0,1,0,"3",1,2021,44,10,1,0
"412",2020,"AUTOR","VLo",44,42.6,11,0,0,1,0,"3",1,2021,44,11,1,0
"413",2020,"AUTOR","VLo",44,42.6,12,0,0,1,0,"2",1,2021,44,12,1,0
"414",2020,"AUTOR","VLo",44,42.6,13,0,0,1,0,"0",1,2021,44,13,1,0
"415",2020,"AUTOR","VLo",44,42.6,14,5,3,3,0,"0",7,2021,44,14,1,-6
"416",2020,"AUTOR","Lo",45,34,1,0,1,0,0,"0",1,2021,45,1,0,-1
"417",2020,"AUTOR","Lo",45,34,2,0,0,1,0,"0",1,2021,45,2,0,-1
"418",2020,"AUTOR","Lo",45,34,3,0,0,1,0,"0",1,2021,45,3,1,0
"419",2020,"AUTOR","Lo",45,34,4,1,1,0,0,"0",2,2021,45,4,1,-1
"420",2020,"AUTOR","Lo",45,34,5,0,1,0,0,"0",1,2021,45,5,1,0
"421",2020,"AUTOR","Lo",45,34,6,0,0,1,0,"2",1,2021,45,6,1,0
"422",2020,"AUTOR","Lo",45,34,7,0,0,1,0,"2",1,2021,45,7,1,0
"423",2020,"AUTOR","Lo",45,34,8,0,0,1,0,"3",1,2021,45,8,1,0
"424",2020,"AUTOR","Lo",45,34,9,0,0,1,0,"3",1,2021,45,9,1,0
"425",2020,"AUTOR","Lo",45,34,10,0,0,1,0,"3",1,2021,45,10,1,0
"426",2020,"AUTOR","Lo",45,34,11,0,0,1,0,"4",1,2021,45,11,1,0
"427",2020,"AUTOR","Lo",45,34,12,0,0,1,0,"4",1,2021,45,12,1,0
"428",2020,"AUTOR","Lo",45,34,13,0,0,2,0,"0",2,2021,45,13,1,-1
"429",2020,"AUTOR","VLo",46,43,1,0,0,1,0,"0",1,2021,46,1,0,-1
"430",2020,"AUTOR","VLo",46,43,2,0,0,1,0,"0",1,2021,46,2,1,0
"431",2020,"AUTOR","VLo",46,43,3,0,0,0,1,"0",1,2021,46,3,1,0
"432",2020,"AUTOR","VLo",46,43,4,0,0,1,0,"0",1,2021,46,4,1,0
"433",2020,"AUTOR","VLo",46,43,5,0,0,1,0,"0",1,2021,46,5,1,0
"434",2020,"AUTOR","VLo",46,43,6,3,0,2,0,"0",3,2021,46,6,1,-2
"435",2020,"AUTOR","VLo",46,43,7,0,1,0,0,"0",1,2021,46,7,1,0
"436",2020,"AUTOR","VLo",46,43,8,0,0,1,0,"0",1,2021,46,8,2,1
"437",2020,"AUTOR","VLo",46,43,9,0,0,1,0,"0",1,2021,46,9,1,0
"438",2020,"AUTOR","VLo",46,43,10,0,0,1,0,"0",1,2021,46,10,2,1
"439",2020,"AUTOR","VLo",46,43,11,4,2,1,0,"0",4,2021,46,11,3,-1
"440",2020,"AUTOR","VLo",46,43,12,0,1,0,0,"0",1,2021,46,12,1,0
"441",2020,"AUTOR","VLo",46,43,13,0,0,1,0,"0",1,2021,46,13,1,0
"442",2020,"AUTOR","VLo",46,43,14,0,1,0,0,"0",1,2021,46,14,1,0
"443",2020,"AUTOR","VLo",46,43,15,2,1,0,0,"0",2,2021,46,15,1,-1
"444",2020,"AUTOR","VLo",46,43,16,0,0,1,0,"0",1,2021,46,16,1,0
"445",2020,"AUTOR","VLo",46,43,17,0,0,1,0,"0",1,2021,46,17,1,0
"446",2020,"AUTOR","VLo",46,43,18,8,1,0,0,"0",2,2021,46,18,1,-1
"447",2020,"AUTOR","VLo",47,52,1,0,1,0,0,"0",1,2021,47,1,2,1
"448",2020,"AUTOR","VLo",47,52,2,0,0,0,1,"0",1,2021,47,2,2,1
"449",2020,"AUTOR","VLo",47,52,3,0,0,0,1,"0",1,2021,47,3,1,0
"450",2020,"AUTOR","VLo",47,52,4,0,0,0,1,"0",1,2021,47,4,1,0
"451",2020,"AUTOR","VLo",47,52,5,0,0,1,0,"4",1,2021,47,5,2,1
"452",2020,"AUTOR","VLo",47,52,6,0,0,2,0,"3",2,2021,47,6,2,0
"453",2020,"AUTOR","VLo",47,52,7,1,3,0,0,"0",4,2021,47,7,1,-3
"454",2020,"AUTOR","VLo",47,52,8,0,0,1,0,"4",1,2021,47,8,1,0
"455",2020,"AUTOR","VLo",47,52,9,0,0,1,0,"0",1,2021,47,9,1,0
"456",2020,"AUTOR","VLo",47,52,10,5,3,0,0,"0",4,2021,47,10,2,-2
"457",2020,"AUTOR","VLo",47,52,11,0,0,1,0,"0",1,2021,47,11,1,0
"458",2020,"AUTOR","VLo",47,52,12,4,2,1,0,"2",4,2021,47,12,3,-1
"459",2020,"AUTOR","VLo",47,52,13,0,1,0,0,"0",1,2021,47,13,1,0
"460",2020,"AUTOR","VLo",47,52,14,0,0,2,0,"3",2,2021,47,14,1,-1
"461",2020,"AUTOR","VLo",47,52,15,0,0,1,0,"3",1,2021,47,15,1,0
"462",2020,"AUTOR","VLo",47,52,16,4,1,1,0,"3",3,2021,47,16,1,-2
"463",2020,"AUTOR","VLo",47,52,17,0,0,1,0,"2",1,2021,47,17,1,0
"464",2020,"AUTOR","VLo",47,52,18,0,0,1,0,"4",1,2021,47,18,1,0
"465",2020,"AUTOR","VLo",47,52,19,5,1,4,0,"0",6,2021,47,19,1,-5
"466",2020,"AUTOR","Sh",48,4.5,1,0,0,0,1,"0",1,2021,48,1,0,-1
"467",2020,"AUTOR","Sh",48,4.5,2,0,0,0,1,"0",1,2021,48,2,0,-1
"468",2020,"AUTOR","Sh",48,4.5,3,0,0,0,1,"0",1,2021,48,3,0,-1
"469",2020,"AUTOR","Sh",48,4.5,4,0,0,0,1,"0",1,2021,48,4,0,-1
"470",2020,"AUTOR","Sh",48,4.5,5,3,1,3,0,"5",5,2021,48,5,2,-3
"471",2020,"AUTOR","Lo",49,25,1,0,1,0,0,"0",1,2021,49,1,0,-1
"472",2020,"AUTOR","Lo",49,25,2,0,0,0,1,"0",1,2021,49,2,0,-1
"473",2020,"AUTOR","Lo",49,25,3,0,0,0,1,"0",1,2021,49,3,0,-1
"474",2020,"AUTOR","Lo",49,25,4,0,0,0,1,"0",1,2021,49,4,0,-1
"475",2020,"AUTOR","Lo",49,25,5,2,2,0,0,"0",3,2021,49,5,2,-1
"476",2020,"AUTOR","Lo",49,25,6,0,0,1,0,"1",1,2021,49,6,1,0
"477",2020,"AUTOR","Lo",49,25,7,1,1,2,0,"0",4,2021,49,7,2,-2
"478",2020,"AUTOR","Lo",49,25,8,0,0,1,0,"1",1,2021,49,8,1,0
"479",2020,"AUTOR","Lo",49,25,9,0,0,1,0,"3",1,2021,49,9,1,0
"480",2020,"AUTOR","Lo",49,25,10,0,0,1,0,"4",1,2021,49,10,1,0
"481",2020,"AUTOR","Lo",49,25,11,4,1,0,0,"0",2,2021,49,11,1,-1
"482",2020,"AUTOR","Me",50,19,1,0,0,0,1,"0",1,2021,50,1,0,-1
"483",2020,"AUTOR","Me",50,19,2,0,0,0,1,"0",1,2021,50,2,0,-1
"484",2020,"AUTOR","Me",50,19,3,0,0,0,1,"0",1,2021,50,3,0,-1
"485",2020,"AUTOR","Me",50,19,4,0,1,0,0,"0",1,2021,50,4,1,0
"486",2020,"AUTOR","Me",50,19,5,3,0,2,0,"3",3,2021,50,5,1,-2
"487",2020,"AUTOR","Me",50,19,6,0,0,1,0,"4",1,2021,50,6,1,0
"488",2020,"AUTOR","Me",50,19,7,4,1,1,0,"2",3,2021,50,7,2,-1
"489",2020,"AUTOR","Sh",51,4.5,1,0,0,0,1,"0",1,2021,51,1,0,-1
"490",2020,"AUTOR","Sh",51,4.5,2,0,0,0,1,"0",1,2021,51,2,0,-1
"491",2020,"AUTOR","Sh",51,4.5,3,2,1,0,0,"0",2,2021,51,3,1,-1
"492",2020,"AUTOR","Sh",52,2,1,0,1,0,0,"0",1,2021,52,1,1,0
"493",2020,"AUTOR","Sh",52,2,2,0,0,1,0,"0",1,2021,52,2,1,0
"494",2020,"AUTOR","VLo",53,54,1,0,0,0,1,"0",1,2021,53,1,0,-1
"495",2020,"AUTOR","VLo",53,54,2,0,0,0,1,"0",1,2021,53,2,1,0
"496",2020,"AUTOR","VLo",53,54,3,0,0,0,1,"0",1,2021,53,3,0,-1
"497",2020,"AUTOR","VLo",53,54,4,0,0,0,1,"0",1,2021,53,4,0,-1
"498",2020,"AUTOR","VLo",53,54,5,0,0,1,0,"0",1,2021,53,5,1,0
"499",2020,"AUTOR","VLo",53,54,6,6,0,1,0,"1",2,2021,53,6,2,0
"500",2020,"AUTOR","VLo",53,54,7,0,0,1,0,"3",1,2021,53,7,1,0
"501",2020,"AUTOR","VLo",53,54,8,0,0,1,0,"4",1,2021,53,8,1,0
"502",2020,"AUTOR","VLo",53,54,9,0,0,1,0,"3",1,2021,53,9,1,0
"503",2020,"AUTOR","VLo",53,54,10,0,0,1,0,"3",1,2021,53,10,1,0
"504",2020,"AUTOR","VLo",53,54,11,0,0,1,0,"4",1,2021,53,11,1,0
"505",2020,"AUTOR","VLo",53,54,12,0,0,1,0,"5",1,2021,53,12,1,0
"506",2020,"AUTOR","VLo",53,54,13,0,0,1,0,"4",1,2021,53,13,1,0
"507",2020,"AUTOR","VLo",53,54,14,0,0,1,0,"5",1,2021,53,14,1,0
"508",2020,"AUTOR","VLo",53,54,15,0,0,1,0,"4",1,2021,53,15,1,0
"509",2020,"AUTOR","Me",54,8.5,1,0,1,0,0,"0",1,2021,54,1,1,0
"510",2020,"AUTOR","Me",54,8.5,2,0,0,0,1,"0",1,2021,54,2,1,0
"511",2020,"AUTOR","Me",54,8.5,3,0,0,1,0,"3",1,2021,54,3,1,0
"512",2020,"AUTOR","Me",54,8.5,4,0,0,0,1,"0",1,2021,54,4,0,-1
"513",2020,"AUTOR","Me",54,8.5,5,3,2,2,0,"3",5,2021,54,5,2,-3
"514",2020,"AUTOR","Me",54,8.5,6,3,0,3,0,"0",4,2021,54,6,1,-3
"515",2020,"AUTOR","Me",54,8.5,7,0,1,0,0,"0",1,2021,54,7,1,0
"516",2020,"AUTOR","Me",55,6,1,0,1,0,0,"0",1,2021,55,1,0,-1
"517",2020,"AUTOR","Me",55,6,2,0,1,0,0,"0",1,2021,55,2,1,0
"518",2020,"AUTOR","Me",55,6,3,0,1,0,0,"0",1,2021,55,3,1,0
"519",2020,"AUTOR","Me",55,6,4,0,0,1,0,"3",1,2021,55,4,1,0
"520",2020,"AUTOR","Me",55,6,5,0,0,1,0,"0",1,2021,55,5,2,1
"521",2020,"AUTOR","Me",56,10.2,1,0,0,0,1,"0",1,2021,56,1,0,-1
"522",2020,"AUTOR","Me",56,10.2,2,0,1,0,0,"0",1,2021,56,2,1,0
"523",2020,"AUTOR","Me",56,10.2,3,0,0,0,1,"0",1,2021,56,3,0,-1
"524",2020,"AUTOR","Me",56,10.2,4,0,1,1,0,"2",2,2021,56,4,1,-1
"525",2020,"AUTOR","Me",56,10.2,5,3,2,1,0,"3",4,2021,56,5,2,-2
"526",2020,"AUTOR","Me",56,10.2,6,3,0,2,0,"0",3,2021,56,6,1,-2
"527",2020,"AUTOR","Me",56,10.2,7,0,0,2,0,"0",2,2021,56,7,1,-1
"528",2020,"AUTOR","Me",56,10.2,8,0,1,0,0,"0",1,2021,56,8,1,0
"529",2020,"AUTOR","Me",57,12,1,0,0,0,1,"0",1,2021,57,1,0,-1
"530",2020,"AUTOR","Me",57,12,2,0,0,0,1,"0",1,2021,57,2,0,-1
"531",2020,"AUTOR","Me",57,12,3,0,0,0,1,"0",1,2021,57,3,0,-1
"532",2020,"AUTOR","Me",57,12,4,0,0,1,0,"0",1,2021,57,4,1,0
"533",2020,"AUTOR","Me",57,12,5,3,2,3,0,"2",6,2021,57,5,2,-4
"534",2020,"AUTOR","Me",57,12,6,1,0,2,0,"4",3,2021,57,6,2,-1
"535",2020,"AUTOR","Sh",58,2,1,0,0,0,1,"0",1,2021,58,1,1,0
"536",2020,"AUTOR","Sh",58,2,2,2,0,1,0,"1",2,2021,58,2,1,-1
"537",2020,"AUTOR","Sh",58,2,3,0,1,0,0,"0",1,2021,58,3,1,0
"538",2020,"AUTOR","VLo",59,54,1,0,0,0,1,"0",1,2021,59,1,0,-1
"539",2020,"AUTOR","VLo",59,54,2,0,0,0,1,"0",1,2021,59,2,0,-1
"540",2020,"AUTOR","VLo",59,54,3,0,0,0,1,"0",1,2021,59,3,0,-1
"541",2020,"AUTOR","VLo",59,54,4,0,0,0,1,"0",1,2021,59,4,0,-1
"542",2020,"AUTOR","VLo",59,54,5,0,0,0,1,"0",1,2021,59,5,0,-1
"543",2020,"AUTOR","VLo",59,54,6,3,0,2,0,"0",3,2021,59,6,2,-1
"544",2020,"AUTOR","VLo",59,54,7,0,0,2,0,"3",2,2021,59,7,1,-1
"545",2020,"AUTOR","VLo",59,54,8,0,1,0,0,"0",1,2021,59,8,1,0
"546",2020,"AUTOR","VLo",59,54,9,0,0,1,0,"0",1,2021,59,9,1,0
"547",2020,"AUTOR","VLo",59,54,10,0,0,1,0,"5",1,2021,59,10,1,0
"548",2020,"AUTOR","VLo",59,54,11,0,0,1,0,"3",1,2021,59,11,1,0
"549",2020,"AUTOR","VLo",59,54,12,0,1,1,0,"2",2,2021,59,12,1,-1
"550",2020,"AUTOR","VLo",59,54,13,0,0,1,0,"0",1,2021,59,13,1,0
"551",2020,"AUTOR","VLo",59,54,14,0,1,1,0,"1",2,2021,59,14,1,-1
"552",2020,"AUTOR","VLo",59,54,15,0,2,0,0,"0",2,2021,59,15,2,0
"553",2020,"AUTOR","VLo",59,54,16,0,1,0,0,"0",1,2021,59,16,1,0
"554",2020,"AUTOR","VLo",59,54,17,0,0,1,0,"0",1,2021,59,17,1,0
"555",2020,"AUTOR","VLo",59,54,18,0,1,0,0,"0",1,2021,59,18,1,0
"556",2020,"AUTOR","VLo",59,54,19,0,1,0,0,"0",1,2021,59,19,1,0
"557",2020,"AUTOR","VLo",59,54,20,4,2,0,0,"0",3,2021,59,20,2,-1
"558",2020,"AUTOR","VLo",59,54,21,0,1,0,0,"0",1,2021,59,21,1,0
"559",2020,"AUTOR","VLo",59,54,22,0,1,0,0,"0",1,2021,59,22,1,0
"560",2020,"AUTOR","Sh",60,3,1,0,0,0,1,"0",1,2021,60,1,0,-1
"561",2020,"AUTOR","Sh",60,3,2,0,1,0,0,"0",1,2021,60,2,1,0
"562",2020,"AUTOR","Sh",60,3,3,4,2,0,0,"0",3,2021,60,3,1,-2
"563",2020,"AUTOR","VLo",61,46,1,0,1,0,0,"0",1,2021,61,1,0,-1
"564",2020,"AUTOR","VLo",61,46,2,0,1,0,0,"0",1,2021,61,2,1,0
"565",2020,"AUTOR","VLo",61,46,3,0,1,0,0,"0",1,2021,61,3,1,0
"566",2020,"AUTOR","VLo",61,46,4,0,1,0,0,"0",1,2021,61,4,1,0
"567",2020,"AUTOR","VLo",61,46,5,0,1,0,0,"0",1,2021,61,5,1,0
"568",2020,"AUTOR","VLo",61,46,6,0,1,0,0,"0",1,2021,61,6,1,0
"569",2020,"AUTOR","VLo",61,46,7,0,1,0,0,"0",1,2021,61,7,1,0
"570",2020,"AUTOR","VLo",61,46,8,0,1,0,0,"0",1,2021,61,8,1,0
"571",2020,"AUTOR","VLo",61,46,9,0,1,1,0,"4",2,2021,61,9,1,-1
"572",2020,"AUTOR","VLo",61,46,10,0,1,0,0,"0",1,2021,61,10,1,0
"573",2020,"AUTOR","VLo",61,46,11,0,1,1,0,"5",2,2021,61,11,1,-1
"574",2020,"AUTOR","VLo",61,46,12,0,0,1,0,"0",1,2021,61,12,1,0
"575",2020,"AUTOR","VLo",61,46,13,0,1,1,0,"5",2,2021,61,13,1,-1
"576",2020,"AUTOR","VLo",61,46,14,0,0,1,0,"0",1,2021,61,14,1,0
"577",2020,"AUTOR","VLo",61,46,15,0,1,1,0,"4",2,2021,61,15,1,-1
"578",2020,"AUTOR","VLo",61,46,16,0,0,1,0,"0",1,2021,61,16,1,0
